item_id,work_package_id,wave,requirement_id,feature_group_id,title,implementation_action,owning_module,primary_layer,priority,scope_bucket,dependencies,acceptance_criteria,test_ids,qa_suite_id,source,feature_flag,external_gate,done_condition,implementation_status
IMP-272,WP01,1,PRD-FUTURE-001,FG-FUTURE,Automated retraining/evaluation loop for the scoring model is future scope and is not part of MVP.,Implement an explicit scope/config/API/UI guard so the MVP cannot expose this excluded capability: Automated retraining/evaluation loop for the scoring model is future scope and is not part of MVP.,config/scope-guards,cross-cutting/product-contract,FUTURE_UNSCHEDULED,FUTURE_UNSCHEDULED,WP00,Automated retraining/evaluation loop for the scoring model is future scope and is not part of MVP.,REQT-PRD-FUTURE-001,QA-S01,TZ_AI_Tamagotchi_v1.0 (1).docx :: §30 Future scope,ff.scoringRetrainingLoop,FUTURE_NOT_MVP,Scope guard is implemented; `REQT-PRD-FUTURE-001` proves the capability is absent/disabled in MVP; no hidden route/API/flag enables it.,NOT_STARTED
IMP-273,WP01,1,PRD-FUTURE-002,FG-FUTURE,A flexible retention policy replacing current indefinite retention is future scope; MVP keeps indefinite history as the ,Implement an explicit scope/config/API/UI guard so the MVP cannot expose this excluded capability: A flexible retention policy replacing current indefinite retention is future scope; MVP keeps indefinite history as the normative behavior.,config/scope-guards,cross-cutting/product-contract,FUTURE_UNSCHEDULED,FUTURE_UNSCHEDULED,WP00,A flexible retention policy replacing current indefinite retention is future scope; MVP keeps indefinite history as the normative behavior.,REQT-PRD-FUTURE-002,QA-S01,TZ_AI_Tamagotchi_v1.0 (1).docx :: §30 Future scope,ff.flexibleRetentionPolicy,FUTURE_NOT_MVP,Scope guard is implemented; `REQT-PRD-FUTURE-002` proves the capability is absent/disabled in MVP; no hidden route/API/flag enables it.,NOT_STARTED
IMP-274,WP01,1,PRD-FUTURE-003,FG-FUTURE,Public company analytics broken down by directorates is future scope and requires a separate product decision; current e,Implement an explicit scope/config/API/UI guard so the MVP cannot expose this excluded capability: Public company analytics broken down by directorates is future scope and requires a separate product decision; current employee-facing company analytics stays aggregate/anonymous.,config/scope-guards,cross-cutting/product-contract,FUTURE_UNSCHEDULED,FUTURE_UNSCHEDULED,WP00,Public company analytics broken down by directorates is future scope and requires a separate product decision; current employee-facing company analytics stays aggregate/anonymous.,REQT-PRD-FUTURE-003,QA-S01,TZ_AI_Tamagotchi_v1.0 (1).docx :: §30 Future scope,ff.publicDirectorateBreakdown,FUTURE_NOT_MVP,Scope guard is implemented; `REQT-PRD-FUTURE-003` proves the capability is absent/disabled in MVP; no hidden route/API/flag enables it.,NOT_STARTED
IMP-275,WP12,5,PRD-ACH-002,FG-ACH,"MVP content planning uses approximately 20–30 achievements as a working orientation; exact achievement inventory, reward","Implement the smallest owning-module slice that satisfies: MVP content planning uses approximately 20–30 achievements as a working orientation; exact achievement inventory, rewards and release-specific art remain content/balance items rather than a frozen mandatory list.",web-profile/achievements,frontend,P0_BASELINE_DEFERRED_FREEZE,MVP_IN_BASELINE_WITH_DEFERRED_FREEZE,WP04;WP06;WP07;WP08;WP09;WP10;WP11,"MVP content planning uses approximately 20–30 achievements as a working orientation; exact achievement inventory, rewards and release-specific art remain content/balance items rather than a frozen mandatory list.",REQT-PRD-ACH-002,QA-S07,TZ_AI_Tamagotchi_v1.0 (1).docx :: §29 Balance parameters,content.achievementInventoryFrozen,FINAL_FREEZE_TUNING_OR_CURRENT_BASELINE,Owning code/config is implemented; `REQT-PRD-ACH-002` passes; acceptance statement is demonstrably true; lint/typecheck/affected contract tests pass. Current safe baseline/fallback is complete; any final numeric/art freeze remains separately visible rather than guessed.,NOT_STARTED
IMP-276,WP03,1,PRD-EXT-003,FG-INTEGRATIONS,Weather API for Saint Petersburg ambient context is optional in MVP but anticipated by Product; its real provider contra,Implement the smallest owning-module slice that satisfies: Weather API for Saint Petersburg ambient context is optional in MVP but anticipated by Product; its real provider contract is not frozen.,platform/providers,backend,P0_OPTIONAL_EXTERNAL_INTEGRATION,MVP_IN_OPTIONAL_EXTERNAL_INTEGRATION,WP00;WP01,Weather API for Saint Petersburg ambient context is optional in MVP but anticipated by Product; its real provider contract is not frozen.,REQT-PRD-EXT-003,QA-S11,TZ_AI_Tamagotchi_v1.0 (1).docx :: §25 Integrations,dep.weatherProviderAvailable,OPTIONAL_PROVIDER_OR_DISABLED_PATH,Owning code/config is implemented; `REQT-PRD-EXT-003` passes; acceptance statement is demonstrably true; lint/typecheck/affected contract tests pass. Disabled/no-provider path passes; real-provider evidence is required only if the optional integration is enabled.,NOT_STARTED
IMP-277,WP06,3,PRD-AI-009,FG-AICASE,Plausibility checking uses versioned knowledge about AI-tool capabilities; permanent hardcoded capability claims are pro,"Implement the smallest owning-module slice that satisfies: Plausibility checking uses versioned knowledge about AI-tool capabilities; permanent hardcoded capability claims are prohibited, and uncertainty leads to clarification rather than accusation or automatic rejection.",case-workflow/task/ai-api,backend,P0,MVP_IN,WP04;WP05;WP02,"Plausibility checking uses versioned knowledge about AI-tool capabilities; permanent hardcoded capability claims are prohibited, and uncertainty leads to clarification rather than accusation or automatic rejection.",REQT-PRD-AI-009,QA-S03,TZ_AI_Tamagotchi_v1.0 (1).docx :: §25.1 Capability knowledge,NO_RUNTIME_FLAG,NONE,Owning code/config is implemented; `REQT-PRD-AI-009` passes; acceptance statement is demonstrably true; lint/typecheck/affected contract tests pass. No requirement-scope expansion or unsupported assumption is introduced.,NOT_STARTED
IMP-278,WP15,6,PRD-SEC-001,FG-SEC,All network connections use TLS.,Implement and instrument the technical control needed to satisfy: All network connections use TLS.,platform/security,cross-cutting,P0,MVP_IN,WP02;WP03;WP04;WP05;WP06;WP10;WP11,All network connections use TLS.,REQT-PRD-SEC-001,QA-S22,TZ_AI_Tamagotchi_v1.0 (1).docx :: §26.2 Security measures,NO_RUNTIME_FLAG,NONE,Owning code/config is implemented; `REQT-PRD-SEC-001` passes; acceptance statement is demonstrably true; lint/typecheck/affected contract tests pass. No requirement-scope expansion or unsupported assumption is introduced.,NOT_STARTED
IMP-279,WP15,6,PRD-SEC-002,FG-SEC,"Database and backups use encryption at rest, with particular control over raw task content and phone-number data.","Implement and instrument the technical control needed to satisfy: Database and backups use encryption at rest, with particular control over raw task content and phone-number data.",platform/security,cross-cutting,P0,MVP_IN,WP02;WP03;WP04;WP05;WP06;WP10;WP11,"Database and backups use encryption at rest, with particular control over raw task content and phone-number data.",REQT-PRD-SEC-002,QA-S22,TZ_AI_Tamagotchi_v1.0 (1).docx :: §26.2 Security measures,NO_RUNTIME_FLAG,NONE,Owning code/config is implemented; `REQT-PRD-SEC-002` passes; acceptance statement is demonstrably true; lint/typecheck/affected contract tests pass. No requirement-scope expansion or unsupported assumption is introduced.,NOT_STARTED
IMP-280,WP15,6,PRD-SEC-003,FG-SEC,AI endpoints have rate limiting / abuse protection.,Implement and instrument the technical control needed to satisfy: AI endpoints have rate limiting / abuse protection.,platform/security,cross-cutting,P0,MVP_IN,WP02;WP03;WP04;WP05;WP06;WP10;WP11,AI endpoints have rate limiting / abuse protection.,REQT-PRD-SEC-003,QA-S22,TZ_AI_Tamagotchi_v1.0 (1).docx :: §26.2 Security measures,NO_RUNTIME_FLAG,NONE,Owning code/config is implemented; `REQT-PRD-SEC-003` passes; acceptance statement is demonstrably true; lint/typecheck/affected contract tests pass. No requirement-scope expansion or unsupported assumption is introduced.,NOT_STARTED
IMP-281,WP15,6,PRD-SEC-004,FG-SEC,Secrets and provider keys are stored through a secrets-management mechanism and must not be placed in frontend code or r,Implement and instrument the technical control needed to satisfy: Secrets and provider keys are stored through a secrets-management mechanism and must not be placed in frontend code or repository configuration.,platform/security,cross-cutting,P0,MVP_IN,WP02;WP03;WP04;WP05;WP06;WP10;WP11,Secrets and provider keys are stored through a secrets-management mechanism and must not be placed in frontend code or repository configuration.,REQT-PRD-SEC-004,QA-S22,TZ_AI_Tamagotchi_v1.0 (1).docx :: §26.2 Security measures,NO_RUNTIME_FLAG,NONE,Owning code/config is implemented; `REQT-PRD-SEC-004` passes; acceptance statement is demonstrably true; lint/typecheck/affected contract tests pass. No requirement-scope expansion or unsupported assumption is introduced.,NOT_STARTED
IMP-282,WP15,6,PRD-SEC-005,FG-SEC,MVP delivery includes regular backup capability and a tested restore procedure.,Implement and instrument the technical control needed to satisfy: MVP delivery includes regular backup capability and a tested restore procedure.,platform/security,cross-cutting,P0,MVP_IN,WP02;WP03;WP04;WP05;WP06;WP10;WP11,MVP delivery includes regular backup capability and a tested restore procedure.,REQT-PRD-SEC-005,QA-S22,TZ_AI_Tamagotchi_v1.0 (1).docx :: §26.2 Security measures,NO_RUNTIME_FLAG,NONE,Owning code/config is implemented; `REQT-PRD-SEC-005` passes; acceptance statement is demonstrably true; lint/typecheck/affected contract tests pass. No requirement-scope expansion or unsupported assumption is introduced.,NOT_STARTED
IMP-283,WP15,6,PRD-SEC-006,FG-SEC,"Before industrial production launch, personal/work-data processing—especially through external LLM/STT APIs—requires a s","Implement and instrument the technical control needed to satisfy: Before industrial production launch, personal/work-data processing—especially through external LLM/STT APIs—requires a separate organizational legal/InfoSec review; this governance dependency does not authorize inventing production approval.",platform/security,cross-cutting,P0_EXTERNAL_GOVERNANCE,MVP_IN_WITH_EXTERNAL_GOVERNANCE_GATE,WP02;WP03;WP04;WP05;WP06;WP10;WP11,"Before industrial production launch, personal/work-data processing—especially through external LLM/STT APIs—requires a separate organizational legal/InfoSec review; this governance dependency does not authorize inventing production approval.",REQT-PRD-SEC-006,QA-S22,TZ_AI_Tamagotchi_v1.0 (1).docx :: §26.2 Security measures,NO_RUNTIME_FLAG,ORGANIZATIONAL_INFOSEC_LEGAL_APPROVAL,Owning code/config is implemented; `REQT-PRD-SEC-006` passes; acceptance statement is demonstrably true; lint/typecheck/affected contract tests pass. Automated production gate rejects missing external approval; actual organizational approval remains external evidence.,NOT_STARTED
IMP-284,WP15,6,PRD-NFR-009,FG-NFR,"Home, leaderboard and dashboard basic data have a Product target of p95 under 2 seconds at normal load; AI task processi","Implement and instrument the technical control needed to satisfy: Home, leaderboard and dashboard basic data have a Product target of p95 under 2 seconds at normal load; AI task processing may be asynchronous within the current session with a clear progress state.",platform/nfr,cross-cutting,P0,MVP_IN,WP02;WP03;WP04;WP05;WP06;WP10;WP11,"Home, leaderboard and dashboard basic data have a Product target of p95 under 2 seconds at normal load; AI task processing may be asynchronous within the current session with a clear progress state.",REQT-PRD-NFR-009,QA-S21,TZ_AI_Tamagotchi_v1.0 (1).docx :: §27 Performance,NO_RUNTIME_FLAG,NONE,Owning code/config is implemented; `REQT-PRD-NFR-009` passes; acceptance statement is demonstrably true; lint/typecheck/affected contract tests pass. No requirement-scope expansion or unsupported assumption is introduced.,NOT_STARTED
IMP-285,WP15,6,PRD-NFR-010,FG-NFR,The architecture must prevent loss of an accepted raw task input when downstream AI processing fails; the exact MVP avai,Implement and instrument the technical control needed to satisfy: The architecture must prevent loss of an accepted raw task input when downstream AI processing fails; the exact MVP availability SLA remains to be defined separately.,platform/nfr,cross-cutting,P0_BASELINE_DEFERRED_SLA,MVP_IN_BASELINE_WITH_DEFERRED_SLA,WP02;WP03;WP04;WP05;WP06;WP10;WP11,The architecture must prevent loss of an accepted raw task input when downstream AI processing fails; the exact MVP availability SLA remains to be defined separately.,REQT-PRD-NFR-010,QA-S21,TZ_AI_Tamagotchi_v1.0 (1).docx :: §27 Availability,NO_RUNTIME_FLAG,DOCUMENTED_NORMAL_LOAD_PROFILE,"Owning code/config is implemented; `REQT-PRD-NFR-010` passes; acceptance statement is demonstrably true; lint/typecheck/affected contract tests pass. Instrumentation/load test exists; final readiness uses a documented accepted normal-load profile, not an invented one.",NOT_STARTED
IMP-286,WP15,6,PRD-NFR-011,FG-NFR,"Task submission, scoring-ledger application, goal matching and daily close are idempotent.","Implement and instrument the technical control needed to satisfy: Task submission, scoring-ledger application, goal matching and daily close are idempotent.",platform/nfr,cross-cutting,P0,MVP_IN,WP02;WP03;WP04;WP05;WP06;WP10;WP11,"Task submission, scoring-ledger application, goal matching and daily close are idempotent.",REQT-PRD-NFR-011,QA-S21,TZ_AI_Tamagotchi_v1.0 (1).docx :: §27 Idempotency,NO_RUNTIME_FLAG,NONE,Owning code/config is implemented; `REQT-PRD-NFR-011` passes; acceptance statement is demonstrably true; lint/typecheck/affected contract tests pass. No requirement-scope expansion or unsupported assumption is introduced.,NOT_STARTED
IMP-287,WP12,5,PRD-PETTIMELINE-001,FG-EMPLOYEE,"Profile/history includes a compact Pet Timeline covering evolution stages, branch choice, major achievements, rare cosme","Implement the smallest owning-module slice that satisfies: Profile/history includes a compact Pet Timeline covering evolution stages, branch choice, major achievements, rare cosmetics and annual awards; routine daily HP changes are excluded.",web-employee,frontend,P0,MVP_IN,WP04;WP06;WP07;WP08;WP09;WP10;WP11,"Profile/history includes a compact Pet Timeline covering evolution stages, branch choice, major achievements, rare cosmetics and annual awards; routine daily HP changes are excluded.",REQT-PRD-PETTIMELINE-001,QA-S07,TZ_AI_Tamagotchi_v1.0 (1).docx :: §15.4 HIST-003,NO_RUNTIME_FLAG,NONE,Owning code/config is implemented; `REQT-PRD-PETTIMELINE-001` passes; acceptance statement is demonstrably true; lint/typecheck/affected contract tests pass. No requirement-scope expansion or unsupported assumption is introduced.,NOT_STARTED
IMP-288,WP12,5,PRD-ANL-002,FG-EMPLOYEE,"Employee-facing anonymous Company Analytics supports current month, previous month, current year and custom-period filte","Implement the smallest owning-module slice that satisfies: Employee-facing anonymous Company Analytics supports current month, previous month, current year and custom-period filters, with comparison to a comparable previous period for key KPIs.",web-employee,frontend,P0,MVP_IN,WP04;WP06;WP07;WP08;WP09;WP10;WP11,"Employee-facing anonymous Company Analytics supports current month, previous month, current year and custom-period filters, with comparison to a comparable previous period for key KPIs.",REQT-PRD-ANL-002,QA-S07,TZ_AI_Tamagotchi_v1.0 (1).docx :: §16 AN-002,NO_RUNTIME_FLAG,NONE,Owning code/config is implemented; `REQT-PRD-ANL-002` passes; acceptance statement is demonstrably true; lint/typecheck/affected contract tests pass. No requirement-scope expansion or unsupported assumption is introduced.,NOT_STARTED
